author,rating,title,content,updated_date,review_id,app_id,app_name,platform
의정부부대찌개맛있어,5,아이폰으로도 결제하기 편리해졌어요~,"아이폰으로는 앱으로 결제하는법도 모르고 복잡해서 현물카드만 들고 다녔는데, kb페이앱을 이용하니까 쉽게 결제할 수 있어서 좋아요!

한화면으로 qr,바코드 결제를 할 수 있어서 편리하구요. 결제가능한 가맹점을 지도로 확인할 수 있어서 가맹점 찾기도 쉬워졌네요ㅋ 요즘엔 현물카드도 잘 안쓰게 되었어요 ㅎㅎ~!! 늘 감사드립니다~",2024-11-03T22:15:29-07:00,03d094fc-8947-4ac0-af10-7b7da803cc94,695436326,app_695436326,appstore
한심해서리뷰남김,1,개발자 월급 안 아까워??,진짜 이렇게 후진 앱도 없음. 이미지만 계속 바꿔서 데이타만 축내면서 기본이 안돼있음. 화면 리프레시 하면 흰화면만 뜨는건 고칠 생각도 안 하고 캐릭터 한번 나오면 왜 안 사라짐? 그리고 아이폰에서 스와이프 뒤로가기 지원 안 하는 앱은 KB카드 밖에 없음. KB카드 앱만 쓰지 말고 다른 카드사 앱 좀 써보고 개선 좀 하길 바람.,2024-10-31T02:02:53-07:00,4ee7f93a-9e3b-42f2-b055-0a9e86408c9a,695436326,app_695436326,appstore
ㅡㅡ아오씨,1,국민카드는 어플때문에 망할듯,"현대카드, 삼성카드 등 다른 카드사 어플과 비교했을때 앱 업데이트 안하면 실행도 안되고 갑자기 앱 분할한다고 새로 설치하라그러고 운영이 엉망임.",2024-10-30T02:24:56-07:00,1ea3a5c2-db35-4113-b577-f0d359621882,695436326,app_695436326,appstore
no7676778,1,앱 다운,국내송금 메뉴에서 다운됨,2024-10-29T22:25:18-07:00,4dd2a3ec-d561-4824-acf2-9f40d7aabb68,695436326,app_695436326,appstore
어ㅓㄴ거ㅗㅌ,1,이용내역 볼 수 없음,며칠전부터 계속 이럼,2024-10-29T20:13:14-07:00,95bd61e7-254e-44bd-8afc-f13d5aa1516e,695436326,app_695436326,appstore
Yagooholic,1,자주 다시 가입하는 불편한 점,너무 불편 합니다,2024-10-25T20:44:38-07:00,a7533d10-b1ac-4469-a2d7-66591c373799,695436326,app_695436326,appstore
타이탄분노,2,카드사용 알림 안뜨네요,Ios 업데이트 이후 알람 실행 안됩니다.,2024-10-25T02:19:42-07:00,57bfbf92-af6a-45a1-88a3-bddcff8a4e5f,695436326,app_695436326,appstore
askckrss,3,ios 18.0.1 팅김,ios 18.0.1에서 접속중 팅기네요,2024-10-24T21:35:53-07:00,733f392f-037d-4f5e-985f-3a1b3f9e37a5,695436326,app_695436326,appstore
봄뽐뽐,5,좋아요,이벤트도 다양해서 넘좋아요,2024-10-24T21:22:31-07:00,c6c8dd32-22fe-4163-b1be-af16188c489b,695436326,app_695436326,appstore
바너라망,1,튕겨요,튕겨요,2024-10-24T20:45:56-07:00,813a2494-1cd2-4d04-a0b3-9601a221c6d7,695436326,app_695436326,appstore
에랭ㄱㅅㄱㄷ,3,계속팅겨요,아이폰이고 접속이안되고 계속팅깁니다..,2024-10-24T20:44:09-07:00,c921333d-2f64-424a-b30d-092af35ba21b,695436326,app_695436326,appstore
좋군딱좋군,1,KB PAY 어플 앱 튕김,세번을 삭제 후 재 다운로드 받았는데 가입 다 하고 다 인증해도 자꾸 튕기면서 꺼지는데 좀 고쳐주실 수 있나요 ㅠㅠㅠㅠㅠㅠ,2024-10-24T20:43:56-07:00,027415e0-aaa9-48d9-9dd8-2845b9b405a6,695436326,app_695436326,appstore
민주주으,1,재가입,"잘 쓰다가 갑자기 앱이 안 켜져서
그냥 삭제하고 다시 카드 등록 하려는데
인증번호가 문자로 안 옵니다 ㅡㅡ",2024-10-24T20:42:35-07:00,e5a00d36-4167-4884-aa28-88792fc3194a,695436326,app_695436326,appstore
좋은게 좋은거라고,1,어플을 키면,"1초 뒤 창이 꺼집니다.
오류 빨리 잡이주소",2024-10-24T20:42:05-07:00,29f7c489-b558-4ec6-9551-6526b59ff931,695436326,app_695436326,appstore
ㅇㅎㄴㄴㄴ,3,오류,"어플누르면 초기화면 뜨기도전에 자꾸 꺼져요
삭제했다가 다시 깔았는데 가입화면은 뜨더니
초기화면이 뜨기전에 다시 꺼집니다

핸드폰도 껐다가 켜봤는데 동일하네요
왜이런걸까요ㅠ 오늘 카드 결제일인데 빠르게 수정이
됐으면 좋겠습니다",2024-10-24T20:42:03-07:00,7d995c86-8710-4849-9e3d-20e68755c702,695436326,app_695436326,appstore
상계동 치와와,3,앱을 켜면 바로 꺼집니다,앱을 켜면 바로 꺼집니다,2024-10-24T20:41:46-07:00,a815b1e8-dc64-47c4-9d74-588e3ef39159,695436326,app_695436326,appstore
다듀디,5,현재 무슨 이슈가 있나요?,25일 금일 무슨 이슈 있나요? 어플 사용하려고 들어가는데 바로 어플이 종료됩니다. 제 핸드폰 오류인가 싶어 삭제후 재설치를 했으나 동일현상 반복중입니다.,2024-10-24T20:41:45-07:00,826599b6-4550-435a-8206-e3b1fd4b2f84,695436326,app_695436326,appstore
관계,5,12/25 앱이 접속시 튕기는 현상이 갑,"어제까지
정상으로 사용했는데
12/25 앱이 접속시 튕기는 현상이 갑자기 생겨서 접속이 안되네요.. 혹시 왜 그런걸까요?",2024-10-24T20:41:07-07:00,0ccb3cde-e27a-4cd0-b683-12f1aa2eef0c,695436326,app_695436326,appstore
유니킴3,3,앱자동종료,잘 사용하다 금일 앱을 열면 자동종료되고 앱제설치해도 앱이 자동종료됩니다. 해결해주세요,2024-10-24T20:40:49-07:00,2af10a7c-7348-4dc8-9443-08afcf1a20df,695436326,app_695436326,appstore
저팔계도 제발,1,아니 이럴거면 만들지를 마,무슨 키면 오류로 계속 쳐꺼지냐 진짜 짜증나게 이럴거면 이딴 어플 통합 좀 하지마,2024-10-24T20:39:25-07:00,1471a137-046c-4faf-a787-cb68066f6871,695436326,app_695436326,appstore
왕뚜꺼엉,1,별 하나도 아까운 어플,야 급하게 앱결제 해야되는데 튕김현상 해결안하냐? ㅡㅡ 에휴 은행을 갈아타던지 해야지,2024-10-24T20:39:04-07:00,c44f98af-384b-4ae4-abbb-e2b1fa9a3b86,695436326,app_695436326,appstore
바르지님,2,어제 업데이트 이후,"평소에 되게 잘쓰는어플인데
어제인가 그제인가 업데이트이후 

접속하면 자꾸 앱이 닫겨요
혹시나싶어 휴대폰 전원 껐다켜도 똑같은 증상 발생
지워서 재설치해도 그냥 꺼집니다

개선해주세요",2024-10-24T20:38:55-07:00,daffdb37-ad7c-4336-b843-58b0e27e3653,695436326,app_695436326,appstore
극혐 짜증,1,진짜 그지같네요;;;,"어플 좀 제대로 만들어 주세요 ;
겁나 튕겨나가네",2024-10-24T20:38:06-07:00,31ff839f-6115-45f6-98af-f316d704334d,695436326,app_695436326,appstore
이상한나라에이미,1,사용자 구성중 오류가 자꾸떠요,이거 어플 다시 삭제후 재설치해도 해결이 안되네요. 어떻게 해결해요??,2024-10-24T20:37:23-07:00,46b76026-7fe8-4f5d-9fa6-2ca11e44ac6b,695436326,app_695436326,appstore
아이나터ㅜ어아지ㅣ쟃터터,1,튕겨요,들어가지지도 않고 튕겨요 빨리 개선해주세요,2024-10-24T20:37:21-07:00,24d76dee-537f-41fd-aa59-0d979bed17f3,695436326,app_695436326,appstore
후란결,1,팅김,아이폰16프로 사용중인데 어플이 계속 팅김..... 카드사중 제일 구린듯,2024-10-24T20:36:12-07:00,2c096cb7-8205-4a95-b697-f07ff235e775,695436326,app_695436326,appstore
안해안해,3,앱이 자꾸 꺼집니다.,"ios18.0.1 인데 app을 켜면 그냥 자꾸 꺼져요. 핸드폰을 재부팅하고, 앱을 삭제했다가 다시 깔아봐도 똑같은 현상이 발생합니다. 
확인부탁드립니다. (카드값 결제해야돼요… ㅠ)",2024-10-24T20:36:03-07:00,62b30969-30bc-47a3-8b4e-c79c5da60ffa,695436326,app_695436326,appstore
별로당ㅇㅇ,2,어플들어가면 튕겨요,어플들어가면 튕겨요 아이폰 16,2024-10-24T20:36:01-07:00,ea097a56-7a08-4c4f-b590-4c596e7752af,695436326,app_695436326,appstore
Alsl1217,5,갑자기 튕기네요,오전까지 잘 사용했는데 갑다기 튕겨서 앱지우고다시깔았는데 마찬가지예요. 이걸로 결재 많이 하는데 빨리 해결좀 해주세요.,2024-10-24T20:35:28-07:00,ccf60c1b-215d-4d4b-a463-da8a6acfb245,695436326,app_695436326,appstore
일론이싫어요,4,.,"최근에 앱이 걔속 튕깁니다.
앱을 지웠다가 다시 깔아도 그대로인데 문제가 있는걸까요",2024-10-24T20:35:11-07:00,4eae0594-3d86-450f-a5ed-ef4abbd54fcd,695436326,app_695436326,appstore
dkskoendnxmxk,1,어플꺼짐,어플이 왜이렇게 자꾸 지혼자 꺼져요?? 카드사 어플 중 제일 불편함,2024-10-24T20:35:00-07:00,6f27f637-ada3-4730-817b-2d291aaa1902,695436326,app_695436326,appstore
14빡,3,아이폰 튕김,아이폰 15프로 어플이 계속 튕겨요,2024-10-24T20:34:40-07:00,3590e265-fbe7-41cb-bddf-69c33bd12c1e,695436326,app_695436326,appstore
Wkdnsiw,1,새로 깔았는데 계속 강제종료됩니다,몇번 지우고 다시 깔아도 가입절차 끝나면 바로 강제종료됩니다. 해결 방법 찾아주세요,2024-10-24T20:33:10-07:00,b418f92b-f7c7-4c94-b7cb-2ce0e845a3a4,695436326,app_695436326,appstore
퇴사하고싶,4,개발자 선생님 앱이 강제종료됩니다….,업데이트해도요…. 폰 재부팅해도 안되요…ㅠ,2024-10-24T20:32:39-07:00,9824694c-ddea-4009-95ba-b3f1ce108b57,695436326,app_695436326,appstore
여름시로,1,앱이 튕겨요,"앱키면 2초도 안돼서 튕겨요
재설치해도 똑같아요
어제 저녁까지만해도 썻는데",2024-10-24T20:32:26-07:00,873e527d-3ef8-4c92-aa4c-69bbcad8da2f,695436326,app_695436326,appstore
ㅡㅡ222222,1,왜자꾸 튕기죠?,온라인카드라 앱으로 죄다 결제하는데 요즘 계속 튕겨서 계속 깔았다가 지워요 ㅡㅡ.. 리뷰 이런거 잘 안남기는데 결제가 안되니 계속 필요한걸 못사요,2024-10-24T20:32:14-07:00,f53afad8-95b3-459e-b87a-84f1c56193fb,695436326,app_695436326,appstore
별명입력귀찮은데뭘자꾸하래냐,1,수준이하,무한 튕김 실화냐.. 구멍가게 앱보다 못하네,2024-10-24T20:32:03-07:00,b799e602-91aa-4913-80f0-39278fc0b7ff,695436326,app_695436326,appstore
Lyjbeae,1,오늘 어플 에러나요,어플 실행시 자꾸 꺼집니다. 앱 삭제 후 다시 설치해서 실행해도 같은 현상입니다 얼른 복구해주세요,2024-10-24T20:31:57-07:00,1adc9d42-49c9-4395-9f9d-a755aa283963,695436326,app_695436326,appstore
미냥옹,1,튕김현상,"계속 튕겨요 지우고 다시 깔았는데도 튕겨요
왜이럽니까 진짜",2024-10-24T20:30:53-07:00,4f9422db-a7a3-4963-b508-21ab4c08a436,695436326,app_695436326,appstore
동대문꾸러기,4,아이폰13프로 사용자,"계속 튕기네요~~
그점 빼고는 잘 사용하고 있습니다.",2024-10-24T20:30:34-07:00,c95ce986-c758-4bcf-b54e-8095f38df219,695436326,app_695436326,appstore
westlove14,1,갑자기 오늘 앱이 자꾸 뻗네요,Ios18.0.1 인데 저만 그런가요,2024-10-24T20:30:08-07:00,fc4f1425-5368-474c-bf03-0eca79799476,695436326,app_695436326,appstore
korea7789,1,앱이 자꾸 튕겨요,삭제했다가 다시 깔아도 들어가면 바로 닫혀요,2024-10-24T20:29:33-07:00,1a3f9e8b-f161-4d63-8afa-503024c29a21,695436326,app_695436326,appstore
ㅇㄴ너ㅓㄴ,4,오늘부터 계속 튕깁니다,"오늘 10월 25일부로 앱을 켜면 계속 튕깁니다…

계속 시도해봐도 안됩니다 

지웠다 깔아도 계속 튕깁니다",2024-10-24T20:29:31-07:00,446e6de9-11be-4bc2-b033-0f14f8dcb064,695436326,app_695436326,appstore
ㅈㅈㅇㅇ,1,튕겨요,오늘 업뎃했는데 어플이 들어가지지 않아요 튕겨요ㅠㅠ,2024-10-24T20:29:26-07:00,51bd4ed6-121b-4543-9564-3852de1b091c,695436326,app_695436326,appstore
DDOAZOO,1,최적화 쓰레기 오류투성이,왜 자꾸 튕기냐,2024-10-24T20:29:24-07:00,e88c71bf-b5a6-49f7-9f1f-2c562f3a0b2d,695436326,app_695436326,appstore
이필로,3,앱이 자꾸 튕깁니다.,IOS 13 mini (17.6.1) 기준 KB Pay 접속하자마자 첫 렌더링 이후 1초 정도 뒤에 크래쉬 나는 버그가 있습니다. 해결 부탁드립니다.,2024-10-24T20:28:13-07:00,d022ae44-0837-4b79-b80b-ca5636360253,695436326,app_695436326,appstore
ㅁㅂㅛ,1,앱이 무제한 튕김,"금융 관련 앱이 이렇게 무책임하게 튕기니 결제금액을 알수가 없네요 참..
업데이트해도 마찬가지 껐다켜도 마찬가지입니다..",2024-10-24T20:27:50-07:00,a62ed88c-86bb-4036-b6ae-a2b3c7edbf04,695436326,app_695436326,appstore
드나1122,1,어플이 저절로 종료됩니다,"재설치했으나 증상 동일하게 발생하네요
어플이 저절로 종료됩니다",2024-10-24T20:27:00-07:00,69cad0be-5d6e-4e2e-8fdf-44f1d8f87640,695436326,app_695436326,appstore
ㅇㅅㄷㅇㅅㄷ,5,앱 강제종료,다 좋은데 앱이 계속 꺼지네요••• 강제종료 당합니다 확인부탁드립니다,2024-10-24T20:26:57-07:00,54a71dd8-d90e-4973-83f4-c9e21e5fef76,695436326,app_695436326,appstore
라자아,1,꺼져요,앱이 자꾸 들어가면 바로 꺼져버리네여 이게 무슨 상황인지..삭제하고 다시 깔아도 똑같아요,2024-10-24T20:24:10-07:00,4c280629-d571-4b41-aca7-68abde6afa4f,695436326,app_695436326,appstore
이스트레야,3,어플오류,어플오류 왜이렇게 자주생기죠? 튕김현상 몇번째 인지 모르겠네요..,2024-10-24T20:22:48-07:00,afa4f8cb-e1f3-43c0-bb46-34b887055bb1,695436326,app_695436326,appstore
멤우,1,앱오류,앱 들어가려고 하면 자꾸 튕깁니다… 핸드폰 재부팅도 해봤는데 안되네요…,2024-10-24T20:22:05-07:00,4d94d14b-b12d-42b6-91d9-f9e2ae20184b,695436326,app_695436326,appstore
solrlo,1,무한 튕김,"오늘부터 갑자기 이용 하려 하니 들어가기만 해도 튕겨서 앱 자체를 이용 못 하네요??
덕분에 넣어둔 돈도 이용 못 하고 있는 상태고 빨리 해결 하셔야 할 듯 합니다. 지우고 설치해도 같은 현상이네요. 앱 자체가 먹통입니다.",2024-10-24T20:21:16-07:00,26e87feb-d59e-4278-a156-7825b41daacf,695436326,app_695436326,appstore
호라러호,5,강제종료,삭제했다가 다시 깔아도 어플 클릭시 강제종료됩니다.,2024-10-24T20:21:16-07:00,08a2950c-0867-4dcb-9db4-0d2bd8c3a66d,695436326,app_695436326,appstore
겨울이삭,1,정말 신기하네요,저번에는 연동이 안 돼서 결제 차단 먹게 하더니 이제는 앱 접속하면 튕겨서 접속 자체가 안 되네요 뭐 어쩌라는 건가요…. 앱 사용을 막아서 주거래 은행 강제 변경 계획이라도 진행 중인 건가요… 한두 번이 아니라 감흥도 없네요… 더는 못 쓰겠습니다…,2024-10-24T20:20:34-07:00,24fe074e-6a77-4198-8b40-f98c5540e894,695436326,app_695436326,appstore
SsuperZzero,2,앱이 종료 됩니다,앱 진입하면 종료되요,2024-10-24T20:20:25-07:00,731bf084-c4d9-4374-92a8-217933c32973,695436326,app_695436326,appstore
롱롱이1234,1,앱이 왜 자꾸 튕기는 거야,진짜 짜증나서 사용 못하겠네 결제 좀 하자!!!! 돈 달라는 게 아니고 돈 쓰게 해달라고!!!!,2024-10-24T20:20:19-07:00,13cd867b-4811-4909-9982-268ae4668084,695436326,app_695436326,appstore
앱쓰라고만듬?,1,아니 ㅡㅡ 앱만 들어가면 강제종료되네,"뭐 이거 쓰라고 만든거에여??
걍 앱 누르면 지 혼자 꺼져서 재설치도해보고
폰 껏다 키기도 해봐도 안되네 ㅋㅋ",2024-10-24T20:20:17-07:00,939a957b-3cbd-49d1-842e-c74b21435c14,695436326,app_695436326,appstore
i99doll,1,업데이트 되고 나서 강종됨,"업데이트된 뒤로 앱기동하면 바로 튕겨나감
아 미쵸",2024-10-24T20:19:32-07:00,e6f21f82-bd16-449c-a496-38d5be469bd5,695436326,app_695436326,appstore
오렌지포도딸기,5,앱이 그냥 꺼집니다ㅠㅠ,평소 정말 잘 사용하고 있었는데 오늘 갑자기 앱 자체가 실행이 안되네요. 휴대폰 전원 껐다 켜봤고 앱 지우고 다시 깔아도 봤는데 똑같이 튕깁니다. 개선 부탁드리겠습니다.,2024-10-24T20:19:24-07:00,486f21be-ae83-47e5-9a7a-60247e17e860,695436326,app_695436326,appstore
이거때문에리뷰씀,1,신버전 강종 오류,"버전 업 이후 지속 강종이네요 
버그 좀 잡으시구여....
다운그레이드 어떻게 하나요?",2024-10-24T20:19:11-07:00,fea78d89-9239-42e8-b65b-9512aa3a7fdb,695436326,app_695436326,appstore
말또치,3,앱이 계속 튕기는데요,해결 좀 해주세요,2024-10-24T20:18:48-07:00,d7105092-047a-4759-8f71-d7f170c3df44,695436326,app_695436326,appstore
라리라리리라리,1,진입 불가,Ios 진입 하면 바로 크래시 납니다,2024-10-24T20:18:14-07:00,6c1e881f-ebe9-47ef-8018-cd3715ff2cc1,695436326,app_695436326,appstore
긁긇,5,앱이 튕겨서 접속이 안되네요,앱 들어가려니까 그냥 꺼져버려요 ㄷ,2024-10-24T20:17:05-07:00,b617e7b7-3de5-48f8-8d5c-db3d49769fbf,695436326,app_695436326,appstore
미먀조유참,1,앱 튕겨서 못함,"12시 되니까 앱 튕기네요
업뎃해도 안되요..",2024-10-24T20:16:37-07:00,1fccacbb-da6c-4500-a4a5-088529cdd847,695436326,app_695436326,appstore
구의동까만콩,1,갑자기  실행이  안되요,"오늘  갑자기  실행하면 튕기고  실행이  안되네요

삭제하고  다시설치해도  동일합니다",2024-10-24T20:15:18-07:00,891dd72a-0c52-4629-9461-055ebcdeea15,695436326,app_695436326,appstore
DADA_chio,1,꺼짐,어플 실행하면 계속 꺼져서 사용불다,2024-10-24T20:15:15-07:00,67bc0de1-a97b-43cd-9937-af939c0b751b,695436326,app_695436326,appstore
뀨르를류,2,이휴,툭하면 오류에 튕기기 렉먹기 진짜... 은행 어플이 이러는 건 좀 많이 아닌 것 같아여,2024-10-24T20:15:03-07:00,4d602a59-52c8-4b78-bc47-44ae2217ea18,695436326,app_695436326,appstore
지식축적,1,아니 장난하는거임?? 급한 상황이란게 있는데,돈을 왜 이체 못하냐고 다 튕기잖아요.?,2024-10-23T21:19:57-07:00,eef3ccd0-01f5-4387-86af-240e9bc70193,695436326,app_695436326,appstore
태그스타,1,운전면허증 6자리 입력해도 길이 다르다고 함,신용정보 조회이력만 죽도록 올라감,2024-10-21T18:41:21-07:00,3c3cfdb2-6dbe-43d2-b292-e2365a2955f9,695436326,app_695436326,appstore
롸발,1,내돈 내놔,"가입후 3일동안은 결제고 송금이고 안될거면 충전은 왜 되는데
괜히 충전했다가 쓰지도 못하고 돈 3일동안 kb페이 안에 잠겨있네 아
3일간 돈 이도저도 못하게 할거면 포인트 충전도 안되게 해놔야지 뭐하는건지",2024-10-20T07:40:31-07:00,35145a3b-7647-4c78-8770-c8d6a61b7070,695436326,app_695436326,appstore
구르는이끼돌,2,앱카드 등록 > 업데이트 > 업데이트 없음,앱카드 결제하려고 카드선택하면 새 기능을 출시했으니 써보라고 팝업이 뜨고 취소하면 결제취소 확인하면 업데이트가 없습니다. 카드를 사용하게는 해 줘야 할 것 아닌가요..,2024-10-20T01:16:07-07:00,f1061f0d-b19f-4fc1-8fdb-508e097ed258,695436326,app_695436326,appstore
마디범범,1,토스랑 콜라보 안했으면 거들떠도 안봤을 회사,"와이즈 쇼핑인지뭔지 해지 쉬울것처럼 말하더니 앱에선 찾을수도 없고 ㅗ

노인네들 얼마나 갈취하려고 사은품으로 꼬셔서 해지도 힘들게 만들었을까 에혀 ㅗ",2024-10-16T21:50:09-07:00,737c8c33-2e9a-4a08-a944-7b69a1db3c03,695436326,app_695436326,appstore
리뷰잘안쓰는사람3774,1,어떤 앱에서 어떤 결제를 하던 두번결제 해야됨,어떤 앱에서 어떤 결제를 하던 튕기거나 결제만되서 두번결제하게 만드네요 다신 kb pay로 결제 안할렵니다,2024-10-15T20:58:30-07:00,45bfbcbb-fc2e-44a4-a1e1-f3582e7a29ec,695436326,app_695436326,appstore
카페앱7,2,(iOS 18) 앱 렉이 자주 걸려요,"iOS 18 업데이트 이후 앱 렉이 자주 걸려요. 알림내역 내보내기 기능을 사용하는데..  연속해서 2번 사용이 불가해요(1번은 정상, 2번째는 렉 걸림) 앱 종료후 재 실행해보 마찬가지, 한참 사용하지않고(대략 4~5시간) 다시 실행하면 1회는 가능하고 2회부터는 또 렉 걸림.

KB Pay 앱실행 > 알림(우측상단 종모양) > 카드 탭 > 승인알림내역 > 내보내기(우측상단 화살표 모양) 

KB Pay 앱 외의 앱들은 사용하는데 전혀 지장이 없는데, KB Pay 앱만 이런현상이 있어요.

다른 앱들도 동일한 현상이 있다면 OS문제도 있을꺼라 판단 되지만, 다른앱들은 이런 현상이 전혀 없어요",2024-10-14T15:55:41-07:00,d4086af1-e43c-42b0-bd82-30021657161a,695436326,app_695436326,appstore
Gkvgvkbgcccv,1,아니,켜져야 뭘 하든 하지 무한재부팅 되는데 뭘 어떻게 하라는 건가,2024-10-13T20:12:35-07:00,47f64dd3-6bf6-42db-bfd1-e18cc4b100c0,695436326,app_695436326,appstore
혜택좋아,5,개선 피드백 빠름,KB PAY되는 곳에서는 유용하게 쓰고 있습니다,2024-10-12T05:04:14-07:00,a6a1fafd-e3f6-4bae-8e21-f72226b06158,695436326,app_695436326,appstore
나으느누나아,1,개느림,"페이지한번 넘어갈때마다 3초씩 걸림
개발자들 일안함??? 아니 일을 못하는거구나 그냥",2024-10-09T23:09:42-07:00,0aa1509c-899d-4503-8531-cbec55b42903,695436326,app_695436326,appstore
마르코 지니어스,1,앱 너무느림 너무너무 느림 ㅡㅡ,"결제금액 확인 보려면 수십초는 기다려야하고 
너무느린데 개선 안하나요?",2024-10-09T00:52:16-07:00,9ed92aa5-f52b-433f-8069-95c38290d1dc,695436326,app_695436326,appstore
시붕랄탱탱구리야,1,페이 머니,아니 페이 머니 충전할때는 3일뒤부터 결제 가능하다는거 고지 해놓지도 않았으면서 결제 하려니까 3일뒤부터 가능하다길래 그냥 머니 충전했던 계좌로 다시 보낼려고 하니까 아예 송금 자체가 안 된다고 빠꾸먹음 혜택땜에 깔았었는데 어이가 없어서 3일 이용 풀리는대로 계좌로 돈 옮기고 탈퇴할 예정^^^ 토스 카뱅 네이버페이 다 써봤는데 이따구로 제한 걸어놓은건 처음봄,2024-10-05T09:54:23-07:00,a7e42747-1e9a-49bd-9cb0-71b6f8154958,695436326,app_695436326,appstore
시테,1,앱 접속 안됨,"앱 구버전 iOS 대응 안됩니다. 강업하세요.
금융사 앱이 버전 관리 제대로 못하는군요

설마 현상파악 못하고 계신건가요?
iOS 18에서 구버전 앱 실행되지 않습니다.",2024-10-04T05:55:06-07:00,1153b1c8-4e63-4ce0-8125-ef805f8db68c,695436326,app_695436326,appstore
issues8,3,알림 버튼 없어져서 불편해요,"각종알림이 와서 확인하려면 plus메뉴에서만 가능해서 불편합니다
상단에 항상 고정시켜 어떤상황에서든 확인할 수 있도록 만들어주세요",2024-10-01T19:23:42-07:00,fc16bfd1-a760-495f-9f68-76ea4a8a63e7,695436326,app_695436326,appstore
꺽인가지,1,별로임,버그랑 오류가 계속 남. 카뱅이랑 같이쓰는데 불편함. 다른 회사 앱이랑 차이가 많이남.  다른곳에서 다 되는걸 못하는게 많음,2024-10-01T05:15:52-07:00,f41471fa-1561-4a38-97bc-0435e9f6f45c,695436326,app_695436326,appstore
illililiiliilllliiiliilil,1,별 1점 주기도 아깝다 진짜 개발자 맞나,뭔 은행앱이 오류가 이렇게 많나 싶네요 개발자분들은 자격을 내려놓고 다른 일 알아보세요 진짜 개발자 데려와서 복구시켜주시구요 뭘 하나 하려고 해도 답답해서 미치겠네요 무한 로딩과 계좌금액 업데이트 이런 작은 거 사소한 거 하나하나 신경 못쓸 거면 앱은 왜 만들었는지 누가 만들었는지 궁금하네요 귀를 열고 사람들의 이야기를 좀 들으세요 개발자면,2024-10-01T05:13:11-07:00,334f9783-41df-462f-8aa9-4dcdbf64e6ea,695436326,app_695436326,appstore
⸝⸝ʚ̴̶̷̆ ̯ʚ̴̶̷̆⸝⸝🍀,4,.,해결했습니다,2024-09-29T16:53:54-07:00,04a49fdb-a357-4536-85f2-f476a55e40da,695436326,app_695436326,appstore
lllllllllzxcjdjdhendjwj,1,계좌 비밀번호 오류,무슨 오류가 이렇게 많습니까? 오류를 좀 빨리 해결 해주던가 너무 불편합니다 진짜로;; 시간 써 가지고 비밀번호 4자리까지 변경하고 이번엔 6자리 비밀번호가 오류 뜨질 않나 너무 한거 아닌가요…,2024-09-28T03:40:10-07:00,7728d71d-53a3-4005-a14a-dfd2d491a7c9,695436326,app_695436326,appstore
갑사얼짱,5,ios 18 업데이트 후 어플 작동 되지 않음,ios 18 업데이트 후 어플 작동 되지 않음. 수정 부탁 드립니다.,2024-09-23T01:21:24-07:00,0334c1e0-dfcc-4911-9c2f-5d02b99a58fe,695436326,app_695436326,appstore
moreugetseum,1,회원가입 무한반복. 접속 자체가 안 됨,회원가입 절차 실컷 다 완료했는데 로그인이 안 되면서 그 다음으로 안 넘어감. 본인인증도 무슨 문자 ARS 통장 세 가지를 동시에 다 물어보고 실컷 다 했는데 다시 처음부터 회원가입 이름 입력란 뜨길래 바로 앱 삭제했음 ㅉㅉ,2024-09-18T07:52:00-07:00,afc407cb-8843-4cc2-bdff-be8b7b956ee9,695436326,app_695436326,appstore
야매스님,1,qa를 안하나요?,모바일카드는 실물카드가 없어서 앱에서 카드번호를 확인해야 합니다. 하지만 kbpay앱에서 카드번호 조회를 하면 무슨 카드를 선택하든 소유한 첫번째 카드의 번호만 조회됩니다. 이정도면 그냥 기본적인 테스트도 안하나보네요. 심지어 몇 달 전부터 있던 오류에요. 허구헌날 수많은 앱 만들었다 없앴다 하지말고 코어 앱 하나라도 제대로 만들었으면 좋겠네요.,2024-09-13T19:54:12-07:00,cbe4e2b7-968c-46a9-ab83-798fb8893c49,695436326,app_695436326,appstore
tae.ok,1,이때까지 써본앱중 가장 쓸모없는앱,14세 미만도 가입가능하다고 문자로 보내서 가입하면 또 사용자가 많아서 불가하다면서 7시에 해도 똑같이 뜨네요 이럴꺼면 12세 가입불가라고 하세요,2024-09-07T19:15:09-07:00,63c29e87-b8c4-4c1a-a19e-2666b2a0c03a,695436326,app_695436326,appstore
ㅂㅂㅂㅂㅂㅂㄴㄴㅇㅇ,1,왜이런거임?,"만 14세 이상인데 왜 오픈뱅킹 등록을 자꾸 못 한다는건가요,,",2024-09-07T12:23:51-07:00,6ce7bb87-5741-4937-b1a4-e998bb9ac119,695436326,app_695436326,appstore
훈돌훈,1,이건 뭐,아니 처음시작할 때 인증번호 자체가 안오는데 어떻게 시작합니까?,2024-09-06T07:21:08-07:00,67e1321c-4abf-4478-bb5e-0d797328976b,695436326,app_695436326,appstore
미니뮤니,1,페이코 등록좀 할라그랫더니 업데이트 하라고,TV업데이트가 있다면서 자꾸 튕겨요 진짜..하 짜증나네요 앱 관리를 왜이렇게하세요,2024-09-05T16:27:39-07:00,a861fea4-eccf-4f75-82cc-ff2771d990a1,695436326,app_695436326,appstore
